Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(40.0, 50.0)",[0.0],[0.0],[1236.0],0.0,200.0
"(45.0, 68.0)",[10.0],[850.0],[1030.0],90.0,
"(45.0, 70.0)",[30.0],[758.0],[938.0],90.0,
"(42.0, 66.0)",[10.0],[16.0],[196.0],90.0,
"(42.0, 68.0)",[10.0],[665.0],[845.0],90.0,
"(42.0, 65.0)",[10.0],[15.0],[195.0],90.0,
"(40.0, 69.0)",[20.0],[572.0],[752.0],90.0,
"(40.0, 66.0)",[20.0],[108.0],[288.0],90.0,
"(38.0, 68.0)",[20.0],[200.0],[380.0],90.0,
"(38.0, 70.0)",[10.0],[480.0],[660.0],90.0,
"(35.0, 66.0)",[10.0],[294.0],[474.0],90.0,
"(35.0, 69.0)",[10.0],[387.0],[567.0],90.0,
"(25.0, 85.0)",[20.0],[597.0],[777.0],90.0,
"(22.0, 75.0)",[30.0],[30.0],[210.0],90.0,
"(22.0, 85.0)",[10.0],[504.0],[684.0],90.0,
"(20.0, 80.0)",[40.0],[317.0],[497.0],90.0,
"(20.0, 85.0)",[40.0],[412.0],[592.0],90.0,
"(18.0, 75.0)",[20.0],[34.0],[214.0],90.0,
"(15.0, 75.0)",[20.0],[127.0],[307.0],90.0,
"(15.0, 80.0)",[10.0],[222.0],[402.0],90.0,
"(30.0, 50.0)",[10.0],[10.0],[190.0],90.0,
"(30.0, 52.0)",[20.0],[850.0],[1030.0],90.0,
"(28.0, 52.0)",[20.0],[758.0],[938.0],90.0,
"(28.0, 55.0)",[10.0],[665.0],[845.0],90.0,
"(25.0, 50.0)",[10.0],[15.0],[195.0],90.0,
"(25.0, 52.0)",[40.0],[107.0],[287.0],90.0,
"(25.0, 55.0)",[10.0],[572.0],[752.0],90.0,
"(23.0, 52.0)",[10.0],[199.0],[379.0],90.0,
"(23.0, 55.0)",[20.0],[480.0],[660.0],90.0,
"(20.0, 50.0)",[10.0],[292.0],[472.0],90.0,
"(20.0, 55.0)",[10.0],[387.0],[567.0],90.0,
"(10.0, 35.0)",[20.0],[129.0],[309.0],90.0,
"(10.0, 40.0)",[30.0],[31.0],[211.0],90.0,
"(8.0, 40.0)",[40.0],[33.0],[213.0],90.0,
"(8.0, 45.0)",[20.0],[694.0],[874.0],90.0,
"(5.0, 35.0)",[10.0],[224.0],[404.0],90.0,
"(5.0, 45.0)",[10.0],[601.0],[781.0],90.0,
"(2.0, 40.0)",[20.0],[319.0],[499.0],90.0,
"(0.0, 40.0)",[30.0],[411.0],[591.0],90.0,
"(0.0, 45.0)",[20.0],[506.0],[686.0],90.0,
"(35.0, 30.0)",[10.0],[203.0],[383.0],90.0,
"(35.0, 32.0)",[10.0],[111.0],[291.0],90.0,
"(33.0, 32.0)",[20.0],[19.0],[199.0],90.0,
"(33.0, 35.0)",[10.0],[16.0],[196.0],90.0,
"(32.0, 30.0)",[10.0],[296.0],[476.0],90.0,
"(30.0, 30.0)",[10.0],[481.0],[661.0],90.0,
"(30.0, 32.0)",[30.0],[389.0],[569.0],90.0,
"(30.0, 35.0)",[10.0],[947.0],[1127.0],90.0,
"(28.0, 30.0)",[10.0],[573.0],[753.0],90.0,
"(28.0, 35.0)",[10.0],[944.0],[1124.0],90.0,
"(26.0, 32.0)",[10.0],[758.0],[938.0],90.0,
"(25.0, 30.0)",[10.0],[666.0],[846.0],90.0,
"(25.0, 35.0)",[10.0],[851.0],[1031.0],90.0,
"(44.0, 5.0)",[20.0],[227.0],[407.0],90.0,
"(42.0, 10.0)",[40.0],[132.0],[312.0],90.0,
"(42.0, 15.0)",[10.0],[37.0],[217.0],90.0,
"(40.0, 5.0)",[30.0],[321.0],[501.0],90.0,
"(40.0, 15.0)",[40.0],[35.0],[215.0],90.0,
"(38.0, 5.0)",[30.0],[413.0],[593.0],90.0,
"(38.0, 15.0)",[10.0],[606.0],[786.0],90.0,
"(35.0, 5.0)",[20.0],[506.0],[686.0],90.0,
"(50.0, 30.0)",[10.0],[481.0],[661.0],90.0,
"(50.0, 35.0)",[20.0],[200.0],[380.0],90.0,
"(50.0, 40.0)",[50.0],[105.0],[285.0],90.0,
"(48.0, 30.0)",[10.0],[573.0],[753.0],90.0,
"(48.0, 40.0)",[10.0],[13.0],[193.0],90.0,
"(47.0, 35.0)",[10.0],[761.0],[941.0],90.0,
"(47.0, 40.0)",[10.0],[12.0],[192.0],90.0,
"(45.0, 30.0)",[10.0],[666.0],[846.0],90.0,
"(45.0, 35.0)",[10.0],[853.0],[1033.0],90.0,
"(95.0, 30.0)",[30.0],[332.0],[512.0],90.0,
"(95.0, 35.0)",[20.0],[237.0],[417.0],90.0,
"(53.0, 30.0)",[10.0],[388.0],[568.0],90.0,
"(92.0, 30.0)",[10.0],[425.0],[605.0],90.0,
"(53.0, 35.0)",[50.0],[293.0],[473.0],90.0,
"(45.0, 65.0)",[20.0],[943.0],[1123.0],90.0,
"(90.0, 35.0)",[10.0],[142.0],[322.0],90.0,
"(88.0, 30.0)",[10.0],[519.0],[699.0],90.0,
"(88.0, 35.0)",[20.0],[50.0],[230.0],90.0,
"(87.0, 30.0)",[10.0],[610.0],[790.0],90.0,
"(85.0, 25.0)",[10.0],[705.0],[885.0],90.0,
"(85.0, 35.0)",[30.0],[47.0],[227.0],90.0,
"(75.0, 55.0)",[20.0],[305.0],[485.0],90.0,
"(72.0, 55.0)",[10.0],[212.0],[392.0],90.0,
"(70.0, 58.0)",[20.0],[401.0],[581.0],90.0,
"(68.0, 60.0)",[30.0],[494.0],[674.0],90.0,
"(66.0, 55.0)",[10.0],[116.0],[296.0],90.0,
"(65.0, 55.0)",[20.0],[25.0],[205.0],90.0,
"(65.0, 60.0)",[30.0],[587.0],[767.0],90.0,
"(63.0, 58.0)",[10.0],[680.0],[860.0],90.0,
"(60.0, 55.0)",[10.0],[20.0],[200.0],90.0,
"(60.0, 60.0)",[10.0],[773.0],[953.0],90.0,
"(67.0, 85.0)",[20.0],[315.0],[495.0],90.0,
"(65.0, 85.0)",[40.0],[407.0],[587.0],90.0,
"(65.0, 82.0)",[10.0],[221.0],[401.0],90.0,
"(62.0, 80.0)",[30.0],[128.0],[308.0],90.0,
"(60.0, 80.0)",[10.0],[36.0],[216.0],90.0,
"(60.0, 85.0)",[30.0],[502.0],[682.0],90.0,
"(58.0, 75.0)",[20.0],[30.0],[210.0],90.0,
"(55.0, 80.0)",[10.0],[692.0],[872.0],90.0,
"(55.0, 85.0)",[20.0],[597.0],[777.0],90.0,
,,[1236.0],[1236.0],,
