Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(40.0, 50.0)",[0.0],[0.0],[960.0],0.0,1000.0
"(25.0, 85.0)",[20.0],[388.0],[911.0],10.0,
"(22.0, 75.0)",[30.0],[30.0],[546.0],10.0,
"(22.0, 85.0)",[10.0],[353.0],[708.0],10.0,
"(20.0, 80.0)",[40.0],[425.0],[913.0],10.0,
"(20.0, 85.0)",[20.0],[40.0],[630.0],10.0,
"(18.0, 75.0)",[20.0],[228.0],[667.0],10.0,
"(15.0, 75.0)",[20.0],[161.0],[558.0],10.0,
"(15.0, 80.0)",[10.0],[229.0],[624.0],10.0,
"(10.0, 35.0)",[20.0],[213.0],[648.0],10.0,
"(10.0, 40.0)",[30.0],[404.0],[753.0],10.0,
"(8.0, 40.0)",[40.0],[33.0],[511.0],10.0,
"(8.0, 45.0)",[20.0],[46.0],[519.0],10.0,
"(5.0, 35.0)",[10.0],[395.0],[911.0],10.0,
"(5.0, 45.0)",[10.0],[35.0],[697.0],10.0,
"(2.0, 40.0)",[20.0],[39.0],[528.0],10.0,
"(0.0, 40.0)",[20.0],[94.0],[535.0],10.0,
"(0.0, 45.0)",[20.0],[394.0],[909.0],10.0,
"(44.0, 5.0)",[20.0],[218.0],[571.0],10.0,
"(42.0, 10.0)",[40.0],[85.0],[542.0],10.0,
"(42.0, 15.0)",[10.0],[391.0],[802.0],10.0,
"(40.0, 5.0)",[10.0],[45.0],[517.0],10.0,
"(40.0, 15.0)",[40.0],[229.0],[640.0],10.0,
"(38.0, 5.0)",[30.0],[45.0],[523.0],10.0,
"(38.0, 15.0)",[10.0],[389.0],[914.0],10.0,
"(35.0, 5.0)",[20.0],[386.0],[904.0],10.0,
"(95.0, 30.0)",[30.0],[389.0],[788.0],10.0,
"(95.0, 35.0)",[20.0],[57.0],[600.0],10.0,
"(92.0, 30.0)",[10.0],[55.0],[575.0],10.0,
"(90.0, 35.0)",[10.0],[52.0],[536.0],10.0,
"(88.0, 30.0)",[10.0],[90.0],[521.0],10.0,
"(88.0, 35.0)",[20.0],[50.0],[534.0],10.0,
"(87.0, 30.0)",[10.0],[425.0],[898.0],10.0,
"(85.0, 25.0)",[10.0],[51.0],[602.0],10.0,
"(85.0, 35.0)",[30.0],[342.0],[751.0],10.0,
"(67.0, 85.0)",[20.0],[410.0],[905.0],10.0,
"(65.0, 85.0)",[40.0],[43.0],[617.0],10.0,
"(65.0, 82.0)",[10.0],[410.0],[823.0],10.0,
"(62.0, 80.0)",[30.0],[114.0],[561.0],10.0,
"(60.0, 80.0)",[10.0],[36.0],[658.0],10.0,
"(60.0, 85.0)",[30.0],[191.0],[586.0],10.0,
"(58.0, 75.0)",[20.0],[201.0],[670.0],10.0,
"(55.0, 80.0)",[10.0],[33.0],[568.0],10.0,
"(55.0, 85.0)",[20.0],[429.0],[838.0],10.0,
"(55.0, 82.0)",[10.0],[49.0],[504.0],10.0,
"(20.0, 82.0)",[10.0],[37.0],[597.0],10.0,
"(18.0, 80.0)",[10.0],[315.0],[782.0],10.0,
"(2.0, 45.0)",[10.0],[38.0],[606.0],10.0,
"(42.0, 5.0)",[10.0],[396.0],[904.0],10.0,
"(42.0, 12.0)",[10.0],[341.0],[658.0],10.0,
"(72.0, 35.0)",[30.0],[351.0],[782.0],10.0,
"(55.0, 20.0)",[19.0],[161.0],[610.0],10.0,
"(25.0, 30.0)",[3.0],[25.0],[516.0],10.0,
"(20.0, 50.0)",[5.0],[239.0],[630.0],10.0,
"(55.0, 60.0)",[16.0],[448.0],[873.0],10.0,
"(30.0, 60.0)",[16.0],[420.0],[897.0],10.0,
"(50.0, 35.0)",[19.0],[390.0],[843.0],10.0,
"(30.0, 25.0)",[23.0],[227.0],[686.0],10.0,
"(15.0, 10.0)",[20.0],[401.0],[902.0],10.0,
"(10.0, 20.0)",[19.0],[42.0],[706.0],10.0,
"(15.0, 60.0)",[17.0],[401.0],[923.0],10.0,
"(45.0, 65.0)",[9.0],[110.0],[525.0],10.0,
"(65.0, 35.0)",[3.0],[29.0],[548.0],10.0,
"(65.0, 20.0)",[6.0],[39.0],[593.0],10.0,
"(45.0, 30.0)",[17.0],[20.0],[498.0],10.0,
"(35.0, 40.0)",[16.0],[11.0],[530.0],10.0,
"(41.0, 37.0)",[16.0],[404.0],[847.0],10.0,
"(64.0, 42.0)",[9.0],[100.0],[555.0],10.0,
"(40.0, 60.0)",[21.0],[436.0],[907.0],10.0,
"(31.0, 52.0)",[27.0],[9.0],[510.0],10.0,
"(35.0, 69.0)",[23.0],[330.0],[930.0],10.0,
"(65.0, 55.0)",[14.0],[81.0],[520.0],10.0,
"(63.0, 65.0)",[8.0],[27.0],[622.0],10.0,
