Coordinates,Customer_demands,Earliest_service_time,Latest_service_time,Service_time,Vehicle_capacity
"(40.0, 50.0)",[0.0],[0.0],[1236.0],0.0,200.0
"(45.0, 68.0)",[10.0],[0.0],[1127.0],90.0,
"(45.0, 70.0)",[30.0],[0.0],[1125.0],90.0,
"(42.0, 66.0)",[10.0],[0.0],[1129.0],90.0,
"(42.0, 68.0)",[10.0],[727.0],[782.0],90.0,
"(42.0, 65.0)",[10.0],[0.0],[1130.0],90.0,
"(40.0, 69.0)",[20.0],[621.0],[702.0],90.0,
"(40.0, 66.0)",[20.0],[0.0],[1130.0],90.0,
"(38.0, 68.0)",[20.0],[255.0],[324.0],90.0,
"(38.0, 70.0)",[10.0],[534.0],[605.0],90.0,
"(35.0, 66.0)",[10.0],[357.0],[410.0],90.0,
"(35.0, 69.0)",[10.0],[448.0],[505.0],90.0,
"(25.0, 85.0)",[20.0],[0.0],[1107.0],90.0,
"(22.0, 75.0)",[30.0],[30.0],[92.0],90.0,
"(22.0, 85.0)",[10.0],[0.0],[1106.0],90.0,
"(20.0, 80.0)",[40.0],[384.0],[429.0],90.0,
"(20.0, 85.0)",[40.0],[0.0],[1105.0],90.0,
"(18.0, 75.0)",[20.0],[99.0],[148.0],90.0,
"(15.0, 75.0)",[20.0],[0.0],[1110.0],90.0,
"(15.0, 80.0)",[10.0],[0.0],[1106.0],90.0,
"(30.0, 50.0)",[10.0],[0.0],[1136.0],90.0,
"(30.0, 52.0)",[20.0],[0.0],[1135.0],90.0,
"(28.0, 52.0)",[20.0],[812.0],[883.0],90.0,
"(28.0, 55.0)",[10.0],[732.0],[777.0],90.0,
"(25.0, 50.0)",[10.0],[0.0],[1131.0],90.0,
"(25.0, 52.0)",[40.0],[169.0],[224.0],90.0,
"(25.0, 55.0)",[10.0],[0.0],[1130.0],90.0,
"(23.0, 52.0)",[10.0],[261.0],[316.0],90.0,
"(23.0, 55.0)",[20.0],[0.0],[1128.0],90.0,
"(20.0, 50.0)",[10.0],[0.0],[1126.0],90.0,
"(20.0, 55.0)",[10.0],[449.0],[504.0],90.0,
"(10.0, 35.0)",[20.0],[0.0],[1112.0],90.0,
"(10.0, 40.0)",[30.0],[0.0],[1114.0],90.0,
"(8.0, 40.0)",[40.0],[87.0],[158.0],90.0,
"(8.0, 45.0)",[20.0],[0.0],[1113.0],90.0,
"(5.0, 35.0)",[10.0],[283.0],[344.0],90.0,
"(5.0, 45.0)",[10.0],[665.0],[716.0],90.0,
"(2.0, 40.0)",[20.0],[0.0],[1106.0],90.0,
"(0.0, 40.0)",[30.0],[479.0],[522.0],90.0,
"(0.0, 45.0)",[20.0],[567.0],[624.0],90.0,
"(35.0, 30.0)",[10.0],[264.0],[321.0],90.0,
"(35.0, 32.0)",[10.0],[166.0],[235.0],90.0,
"(33.0, 32.0)",[20.0],[68.0],[149.0],90.0,
"(33.0, 35.0)",[10.0],[0.0],[1129.0],90.0,
"(32.0, 30.0)",[10.0],[359.0],[412.0],90.0,
"(30.0, 30.0)",[10.0],[541.0],[600.0],90.0,
"(30.0, 32.0)",[30.0],[0.0],[1125.0],90.0,
"(30.0, 35.0)",[10.0],[0.0],[1127.0],90.0,
"(28.0, 30.0)",[10.0],[0.0],[1122.0],90.0,
"(28.0, 35.0)",[10.0],[1001.0],[1066.0],90.0,
"(26.0, 32.0)",[10.0],[0.0],[1123.0],90.0,
"(25.0, 30.0)",[10.0],[0.0],[1121.0],90.0,
"(25.0, 35.0)",[10.0],[0.0],[1124.0],90.0,
"(44.0, 5.0)",[20.0],[286.0],[347.0],90.0,
"(42.0, 10.0)",[40.0],[0.0],[1105.0],90.0,
"(42.0, 15.0)",[10.0],[95.0],[158.0],90.0,
"(40.0, 5.0)",[30.0],[385.0],[436.0],90.0,
"(40.0, 15.0)",[40.0],[0.0],[1111.0],90.0,
"(38.0, 5.0)",[30.0],[471.0],[534.0],90.0,
"(38.0, 15.0)",[10.0],[0.0],[1110.0],90.0,
"(35.0, 5.0)",[20.0],[0.0],[1100.0],90.0,
"(50.0, 30.0)",[10.0],[0.0],[1123.0],90.0,
"(50.0, 35.0)",[20.0],[262.0],[317.0],90.0,
"(50.0, 40.0)",[50.0],[0.0],[1131.0],90.0,
"(48.0, 30.0)",[10.0],[632.0],[693.0],90.0,
"(48.0, 40.0)",[10.0],[76.0],[129.0],90.0,
"(47.0, 35.0)",[10.0],[826.0],[875.0],90.0,
"(47.0, 40.0)",[10.0],[12.0],[77.0],90.0,
"(45.0, 30.0)",[10.0],[734.0],[777.0],90.0,
"(45.0, 35.0)",[10.0],[916.0],[969.0],90.0,
"(95.0, 30.0)",[30.0],[387.0],[456.0],90.0,
"(95.0, 35.0)",[20.0],[0.0],[1088.0],90.0,
"(53.0, 30.0)",[10.0],[0.0],[1122.0],90.0,
"(92.0, 30.0)",[10.0],[0.0],[1090.0],90.0,
"(53.0, 35.0)",[50.0],[353.0],[412.0],90.0,
"(45.0, 65.0)",[20.0],[0.0],[1130.0],90.0,
"(90.0, 35.0)",[10.0],[203.0],[260.0],90.0,
"(88.0, 30.0)",[10.0],[574.0],[643.0],90.0,
"(88.0, 35.0)",[20.0],[109.0],[170.0],90.0,
"(87.0, 30.0)",[10.0],[668.0],[731.0],90.0,
"(85.0, 25.0)",[10.0],[769.0],[820.0],90.0,
"(85.0, 35.0)",[30.0],[0.0],[1098.0],90.0,
"(75.0, 55.0)",[20.0],[0.0],[1110.0],90.0,
"(72.0, 55.0)",[10.0],[0.0],[1113.0],90.0,
"(70.0, 58.0)",[20.0],[458.0],[523.0],90.0,
"(68.0, 60.0)",[30.0],[0.0],[1116.0],90.0,
"(66.0, 55.0)",[10.0],[0.0],[1119.0],90.0,
"(65.0, 55.0)",[20.0],[85.0],[144.0],90.0,
"(65.0, 60.0)",[30.0],[645.0],[708.0],90.0,
"(63.0, 58.0)",[10.0],[0.0],[1121.0],90.0,
"(60.0, 55.0)",[10.0],[0.0],[1125.0],90.0,
"(60.0, 60.0)",[10.0],[0.0],[1123.0],90.0,
"(67.0, 85.0)",[20.0],[368.0],[441.0],90.0,
"(65.0, 85.0)",[40.0],[475.0],[518.0],90.0,
"(65.0, 82.0)",[10.0],[0.0],[1105.0],90.0,
"(62.0, 80.0)",[30.0],[0.0],[1108.0],90.0,
"(60.0, 80.0)",[10.0],[0.0],[1109.0],90.0,
"(60.0, 85.0)",[30.0],[0.0],[1105.0],90.0,
"(58.0, 75.0)",[20.0],[0.0],[1115.0],90.0,
"(55.0, 80.0)",[10.0],[743.0],[820.0],90.0,
"(55.0, 85.0)",[20.0],[647.0],[726.0],90.0,
,,[1236.0],[1236.0],,
